iter	Passed	Remaining
462	763	886
463	764	883
464	766	881
465	767	879
466	768	876
467	769	874
468	770	872
469	771	870
470	773	868
471	774	866
472	776	865
473	777	863
474	778	860
475	780	858
476	781	856
477	782	854
478	783	852
479	784	850
480	786	848
481	787	846
482	788	844
483	791	843
484	792	841
485	794	839
486	795	837
487	796	835
488	797	833
489	798	831
490	799	829
491	800	826
492	801	824
493	803	822
494	804	820
495	807	820
496	808	817
497	809	815
498	810	813
499	811	811
500	812	809
501	813	807
502	815	805
503	816	803
504	817	800
505	818	798
506	820	797
507	821	795
508	823	794
509	824	792
510	825	790
511	826	788
512	828	786
513	829	784
514	830	782
515	831	780
516	833	778
517	836	777
518	837	776
519	838	774
520	839	772
521	841	770
522	842	768
523	843	766
524	844	764
525	846	762
526	847	760
527	849	759
528	851	757
529	852	756
530	853	754
531	855	752
532	856	750
533	857	748
534	858	746
535	860	744
536	861	742
537	862	740
538	865	740
539	866	738
540	867	736
541	869	734
542	870	732
543	871	730
544	873	728
545	874	727
546	875	725
547	877	723
548	879	722
549	881	720
550	882	718
551	883	716
552	884	715
553	885	713
554	886	711
555	888	709
556	889	707
557	890	705
558	891	703
559	894	703
560	896	701
561	897	699
562	898	697
563	899	695
564	900	693
565	902	691
566	903	689
567	904	687
568	905	685
569	906	684
570	909	683
571	910	681
572	912	680
573	913	678
574	915	676
575	916	674
576	917	672
577	919	671
578	920	669
579	921	667
580	924	666
581	925	664
582	926	663
583	928	661
584	929	659
585	930	657
586	931	655
587	933	653
588	934	651
589	935	650
590	936	648
591	938	646
592	939	644
593	940	643
594	942	641
595	943	639
596	944	637
597	945	635
598	946	633
599	948	632
600	949	630
601	951	629
602	953	627
603	954	625
604	955	623
605	956	622
606	958	620
607	959	618
608	960	616
609	961	614
610	962	613
611	964	611
612	967	610
613	968	608
614	969	607
615	971	605
616	972	603
617	973	601
618	974	600
619	976	598
620	977	596
621	979	595
622	982	594
623	983	592
624	985	591
625	986	589
626	987	587
627	989	585
628	990	584
629	991	582
630	993	580
631	994	578
632	997	578
633	999	577
634	1001	575
635	1003	574
636	1004	572
637	1005	570
638	1007	568
639	1008	567
640	1009	565
641	1012	564
642	1013	562
643	1014	560
644	1015	558
645	1016	557
646	1018	555
647	1019	553
648	1021	552
649	1022	550
650	1023	548
651	1026	547
652	1028	546
653	1030	544
654	1031	543
655	1032	541
656	1033	539
657	1036	538
658	1037	536
659	1039	535
660	1041	534
661	1043	532
662	1046	531
663	1048	530
664	1049	528
665	1051	527
666	1055	527
667	1057	525
668	1058	523
669	1059	522
670	1061	520
671	1062	518
672	1064	517
673	1065	515
674	1066	513
675	1069	512
676	1070	510
677	1071	509
678	1073	507
679	1074	505
680	1075	503
681	1076	502
682	1077	500
683	1079	498
684	1080	496
685	1081	495
686	1088	495
687	1089	494
688	1091	492
689	1092	490
690	1093	489
691	1095	487
692	1096	485
693	1099	484
694	1101	483
695	1102	481
696	1103	479
697	1104	477
698	1105	476
699	1106	474
700	1108	472
701	1109	470
702	1110	469
703	1111	467
704	1114	466
705	1115	464
706	1116	462
707	1117	460
708	1118	459
709	1120	457
710	1121	455
711	1122	454
712	1123	452
713	1125	450
714	1129	450
715	1130	448
716	1132	446
717	1133	445
718	1134	443
719	1135	441
720	1136	439
721	1137	438
722	1139	436
723	1143	435
724	1144	434
725	1146	432
726	1147	430
727	1148	429
728	1149	427
729	1150	425
730	1152	423
731	1153	422
732	1154	420
733	1157	419
734	1158	417
735	1160	416
736	1161	414
737	1162	412
738	1163	410
739	1164	409
740	1165	407
741	1167	405
742	1168	404
743	1169	402
744	1172	401
745	1173	399
746	1175	398
747	1176	396
748	1177	394
749	1178	392
750	1180	391
751	1181	389
752	1182	388
753	1184	386
754	1185	384
755	1187	383
756	1188	381
757	1189	379
758	1190	378
759	1192	376
760	1193	374
761	1194	373
762	1196	371
763	1197	369
764	1198	368
765	1200	366
766	1202	365
767	1203	363
768	1204	361
769	1206	360
770	1207	358
771	1208	356
772	1210	355
773	1211	353
774	1213	352
775	1215	350
776	1216	349
777	1218	347
778	1219	345
779	1220	344
780	1221	342
781	1222	340
782	1223	339
783	1225	337
784	1226	335
785	1227	334
786	1228	332
787	1230	330
788	1231	329
789	1232	327
790	1233	326
791	1235	324
792	1236	322
793	1237	321
794	1238	319
795	1239	317
796	1241	316
797	1243	314
798	1245	313
799	1246	311
800	1247	309
801	1248	308
802	1250	306
803	1251	305
804	1252	303
805	1253	301
806	1254	300
807	1256	298
808	1258	297
809	1259	295
810	1261	293
811	1262	292
812	1263	290
813	1265	289
814	1266	287
815	1267	285
816	1268	284
817	1270	282
818	1271	280
819	1274	279
820	1275	278
821	1276	276
822	1278	274
823	1279	273
824	1280	271
825	1281	270
826	1283	268
827	1284	266
828	1285	265
829	1288	263
830	1289	262
831	1290	260
832	1291	258
833	1293	257
834	1294	255
835	1295	254
836	1296	252
837	1297	250
838	1298	249
839	1299	247
840	1300	245
841	1303	244
842	1304	242
843	1305	241
844	1306	239
845	1307	238
846	1308	236
847	1309	234
848	1310	233
849	1311	231
850	1312	229
851	1313	228
852	1315	226
853	1317	225
854	1318	223
855	1319	222
856	1320	220
857	1322	218
858	1323	217
859	1324	215
860	1325	213
861	1326	212
862	1327	210
863	1328	209
864	1329	207
865	1332	206
866	1333	204
867	1334	202
868	1335	201
869	1336	199
870	1337	198
871	1338	196
872	1339	194
873	1340	193
874	1341	191
875	1343	190
876	1344	188
877	1346	187
878	1347	185
879	1349	183
880	1350	182
881	1351	180
882	1352	179
883	1354	177
884	1355	176
885	1356	174
886	1357	172
887	1358	171
888	1361	169
889	1362	168
890	1363	166
891	1364	165
892	1365	163
893	1367	162
894	1368	160
895	1369	158
896	1370	157
897	1371	155
898	1372	154
899	1373	152
900	1376	151
901	1377	149
902	1378	148
903	1379	146
904	1380	144
905	1381	143
906	1382	141
907	1383	140
908	1385	138
909	1386	137
910	1387	135
911	1388	133
912	1390	132
913	1391	130
914	1393	129
915	1394	127
916	1395	126
917	1396	124
918	1397	123
919	1398	121
920	1399	120
921	1400	118
922	1401	116
923	1402	115
924	1405	113
925	1406	112
926	1407	110
927	1408	109
928	1409	107
929	1410	106
930	1412	104
931	1413	103
932	1414	101
933	1415	100
934	1416	98
935	1417	96
936	1419	95
937	1420	93
938	1422	92
939	1423	90
940	1424	89
941	1425	87
942	1426	86
943	1427	84
944	1428	83
945	1429	81
946	1430	80
947	1431	78
948	1434	77
949	1435	75
950	1436	74
951	1438	72
952	1439	70
953	1440	69
954	1442	67
955	1444	66
956	1445	64
957	1447	63
958	1449	61
959	1450	60
960	1452	58
961	1453	57
962	1454	55
963	1455	54
964	1456	52
965	1457	51
966	1459	49
967	1460	48
968	1461	46
969	1463	45
970	1464	43
971	1465	42
972	1467	40
973	1468	39
974	1469	37
975	1470	36
976	1471	34
977	1472	33
978	1473	31
979	1475	30
980	1476	28
981	1478	27
982	1479	25
983	1480	24
984	1482	22
985	1483	21
986	1484	19
987	1485	18
988	1486	16
989	1487	15
990	1488	13
991	1489	12
992	1490	10
993	1492	9
994	1493	7
995	1494	6
996	1495	4
997	1497	3
998	1498	1
999	1499	0
